"Origin Station Complex Name","Destination Station Complex Name","Origin Station Complex ID","Destination Station Complex ID","Origin Point","Destination Point","avg_estimated_average_ridership"
"Mosholu Pkwy (4)","79 St (1)","379","312","POINT (-73.884655 40.87975)","POINT (-73.979917 40.783934)","0.599975"
"Fulton St (A,C,J,Z,2,3,4,5)","61 St-Woodside (7)","628","456","POINT (-74.007838 40.710089)","POINT (-73.902984 40.74563)","2.7314"
"Grand St (B,D)","Prospect Park (B,Q,S)","231","42","POINT (-73.993753 40.718267)","POINT (-73.962246 40.661614)","1.859375"
"66 St-Lincoln Center (1)","Beach 67 St (A)","314","204","POINT (-73.982209 40.77344)","POINT (-73.796924 40.590927)","0.3036"
"Bowling Green (4,5)","Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)","414","622","POINT (-74.014065 40.704817)","POINT (-74.003766 40.713154)","15.8852"
"Lexington Av/63 St (F,Q)","Montrose Av (L)","223","124","POINT (-73.966113 40.764629)","POINT (-73.93985 40.707739)","0.3117"
"86 St (4,5,6)","8 St-NYU (R,W)","397","16","POINT (-73.955589 40.779492)","POINT (-73.992629 40.730328)","3.95774"
"86 St (Q)","Ralph Av (C)","476","182","POINT (-73.951787 40.777891)","POINT (-73.920786 40.678822)","1.4537"
"Jamaica-179 St (F)","Far Rockaway-Mott Av (A)","254","209","POINT (-73.783817 40.712646)","POINT (-73.755405 40.603995)","0.35888"
"66 St-Lincoln Center (1)","Hunters Point Av (7)","314","463","POINT (-73.982209 40.77344)","POINT (-73.948916 40.742216)","0.78954"
"DeKalb Av (L)","Tremont Av (B,D)","127","215","POINT (-73.918425 40.703811)","POINT (-73.905227 40.85041)","0.3137"
"8 Av (N)","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","71","616","POINT (-74.011719 40.635064)","POINT (-73.891366 40.746746)","1.283075"
"Elder Av (6)","Middle Village-Metropolitan Av (M)","369","108","POINT (-73.879159 40.828584)","POINT (-73.889601 40.711396)","0.3212"
"116 St (C,B)","Church Av (B,Q)","154","44","POINT (-73.954882 40.805085)","POINT (-73.962982 40.650527)","0.515125"
"Neptune Av (F)","York St (F)","253","235","POINT (-73.974574 40.581011)","POINT (-73.986751 40.701397)","1.183"
"Flushing Av (G)","81 St-Museum of Natural History (C,B)","287","159","POINT (-73.950234 40.700377)","POINT (-73.972143 40.781433)","0.93035"
"Brook Av (6)","Clark St (2,3)","376","334","POINT (-73.91924 40.807566)","POINT (-73.993086 40.697466)","0.3043"
"Hoyt-Schermerhorn Sts (A,C,G)","104 St (A)","175","193","POINT (-73.985001 40.688484)","POINT (-73.837683 40.681711)","0.42276666667"
"5 Av/53 St (E,M)","Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)","276","622","POINT (-73.975224 40.760167)","POINT (-74.003766 40.713154)","0.53545"
"75 St-Elderts Ln (J,Z)","34 St-Penn Station (A,C,E)","85","164","POINT (-73.867139 40.691324)","POINT (-73.993391 40.752287)","2.9228"
"York St (F)","Northern Blvd (M,R)","235","269","POINT (-73.986751 40.701397)","POINT (-73.906006 40.752885)","0.2905"
"Forest Hills-71 Av (E,F,M,R)","Mosholu Pkwy (4)","261","379","POINT (-73.844521 40.721691)","POINT (-73.884655 40.87975)","0.67843333333"
"Avenue U (N)","23 St (R,W)","78","14","POINT (-73.979137 40.597473)","POINT (-73.989344 40.741303)","1.97646"
"Woodlawn (4)","Lexington Av-53 St (E,M)/51 St (6)","378","612","POINT (-73.878751 40.886037)","POINT (-73.970487 40.75733)","7.52426"
"Elder Av (6)","Church Av (2,5)","369","356","POINT (-73.879159 40.828584)","POINT (-73.949575 40.650843)","0.33575"
"181 St (A)","207 St (1)","146","298","POINT (-73.937969 40.851695)","POINT (-73.918822 40.864621)","1.37276"
"1 Av (L)","Jackson Av (2,5)","119","433","POINT (-73.981628 40.730953)","POINT (-73.907807 40.81649)","0.5874"
"Crescent St (J,Z)","Prospect Av (R)","87","30","POINT (-73.873785 40.683194)","POINT (-73.992872 40.665414)","0.60333333333"
"Bedford-Nostrand Avs (G)","Livonia Av (L)","289","135","POINT (-73.953522 40.689627)","POINT (-73.900571 40.664038)","0.297"
"Rockaway Av (3)","5 Av/53 St (E,M)","348","276","POINT (-73.908946 40.662549)","POINT (-73.975224 40.760167)","0.7435"
"Beach 67 St (A)","Kings Hwy (F)","204","250","POINT (-73.796924 40.590927)","POINT (-73.972361 40.603217)","0.328"
"Cortelyou Rd (Q)","23 St (C,E)","46","165","POINT (-73.963891 40.640927)","POINT (-73.998041 40.745906)","1.34155"
"161 St-Yankee Stadium (B,D,4)","104 St (A)","604","193","POINT (-73.925741 40.82795)","POINT (-73.837683 40.681711)","0.3285"
"111 St (A)","DeKalb Av (B,Q,R)","194","26","POINT (-73.832163 40.684331)","POINT (-73.981824 40.690635)","0.96783333333"
"Hunts Point Av (6)","23 St (F,M)","371","228","POINT (-73.890549 40.820948)","POINT (-73.992821 40.742878)","0.3379"
"116 St (C,B)","3 Av-149 St (2,5)","154","434","POINT (-73.954882 40.805085)","POINT (-73.917757 40.816109)","0.6674"
"Parkside Av (Q)","28 St (6)","43","404","POINT (-73.961495 40.655292)","POINT (-73.984264 40.74307)","2.2558"
"Ditmas Av (F)","Spring St (6)","244","409","POINT (-73.978172 40.636119)","POINT (-73.997141 40.722301)","0.2858"
"Avenue N (F)","Bedford-Nostrand Avs (G)","248","289","POINT (-73.974197 40.61514)","POINT (-73.953522 40.689627)","1.1709"
"Grand St (L)","Myrtle-Willoughby Avs (G)","123","288","POINT (-73.94067 40.711926)","POINT (-73.949046 40.694568)","0.294"
"9 Av (D)","55 St (D)","59","62","POINT (-73.994324 40.646292)","POINT (-73.995476 40.631435)","1.97626"
"Woodhaven Blvd (M,R)","Cortelyou Rd (Q)","264","46","POINT (-73.869229 40.733106)","POINT (-73.963891 40.640927)","0.48176666667"
"3 Av-149 St (2,5)","Spring St (6)","434","409","POINT (-73.917757 40.816109)","POINT (-73.997141 40.722301)","4.13874"
"Junction Blvd (7)","Bay Pkwy (F)","451","247","POINT (-73.869527 40.749145)","POINT (-73.975264 40.620769)","0.30925"
"Cypress Hills (J)","96 St (1,2,3)","86","310","POINT (-73.87255 40.689941)","POINT (-73.972323 40.793919)","0.9589"
"Bedford-Nostrand Avs (G)","Jamaica-179 St (F)","289","254","POINT (-73.953522 40.689627)","POINT (-73.783817 40.712646)","0.2928"
"Livonia Av (L)","Nostrand Av (3)","135","343","POINT (-73.900571 40.664038)","POINT (-73.950466 40.669847)","1.1762"
"155 St (B,D)","Fordham Rd (4)","220","382","POINT (-73.938209 40.830135)","POINT (-73.901034 40.862803)","0.40656666667"
"Avenue U (N)","Marcy Av (M,J,Z)","78","101","POINT (-73.979137 40.597473)","POINT (-73.957757 40.708359)","0.61485"
"145 St (A,C,B,D)","25 Av (D)","151","69","POINT (-73.944216 40.824783)","POINT (-73.986829 40.597704)","0.897"
"39 Av-Dutch Kills (N,W)","Harlem-148 St (3)","6","436","POINT (-73.932755 40.752882)","POINT (-73.93647 40.82388)","0.2855"
"Kingsbridge Rd (4)","Nostrand Av (3)","381","343","POINT (-73.897174 40.86776)","POINT (-73.950466 40.669847)","0.6025"
"E 180 St (2,5)","116 St (2,3)","426","440","POINT (-73.873488 40.841894)","POINT (-73.949625 40.802098)","3.5927"
"Court Sq (E,G,M,7)","14 St (F,M,1,2,3)/6 Av (L)","606","601","POINT (-73.945032 40.747141)","POINT (-73.997732 40.737796)","12.2822"
"Whitlock Av (6)","Court Sq (E,G,M,7)","370","606","POINT (-73.886283 40.826525)","POINT (-73.945032 40.747141)","1.03443333333"
"Myrtle-Willoughby Avs (G)","207 St (1)","288","298","POINT (-73.949046 40.694568)","POINT (-73.918822 40.864621)","0.28475"
"Myrtle Av (M,J,Z)","Church Av (F,G)","97","243","POINT (-73.935657 40.697207)","POINT (-73.979678 40.644041)","0.60136666667"
"Prospect Park (B,Q,S)","57 St (F)","42","224","POINT (-73.962246 40.661614)","POINT (-73.97745 40.763972)","3.237725"
"Beach 36 St (A)","Bowling Green (4,5)","207","414","POINT (-73.768175 40.595398)","POINT (-74.014065 40.704817)","0.53753333333"
"86 St (C,B)","Bergen St (F,G)","158","236","POINT (-73.968916 40.785868)","POINT (-73.990862 40.686145)","1.6963"
"Lorimer St (L)/Metropolitan Av (G)","Lexington Av/63 St (F,Q)","629","223","POINT (-73.950847 40.713428)","POINT (-73.966113 40.764629)","2.56012"
"Forest Hills-71 Av (E,F,M,R)","65 St (M,R)","261","268","POINT (-73.844521 40.721691)","POINT (-73.898453 40.749669)","1.6314"
"Franklin St (1)","Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)","326","617","POINT (-74.006886 40.719318)","POINT (-73.977789 40.684162)","0.52175"
"Bay 50 St (D)","Astor Pl (6)","70","407","POINT (-73.983765 40.588841)","POINT (-73.99107 40.730054)","0.7702"
"155 St (B,D)","Buhre Av (6)","220","361","POINT (-73.938209 40.830135)","POINT (-73.832569 40.84681)","0.3067"
"Kingsbridge Rd (4)","Astor Pl (6)","381","407","POINT (-73.897174 40.86776)","POINT (-73.99107 40.730054)","2.30434"
"Middletown Rd (6)","Court St (R)/Borough Hall (2,3,4,5)","362","620","POINT (-73.836322 40.843863)","POINT (-73.990642 40.693241)","1.57404"
"Fordham Rd (B,D)","103 St (C,B)","213","156","POINT (-73.897749 40.861296)","POINT (-73.961454 40.796092)","3.99984"
"14 St (F,M,1,2,3)/6 Av (L)","Elmhurst Av (M,R)","601","266","POINT (-73.997732 40.737796)","POINT (-73.882017 40.742454)","0.7102"
"Morrison Av-Soundview (6)","Broadway Junction (A,C,J,L,Z)","368","621","POINT (-73.874516 40.829521)","POINT (-73.904356 40.678896)","0.621"
"New Utrecht Av (N)/62 St (D)","18 Av (D)","615","66","POINT (-73.996624 40.625657)","POINT (-74.001736 40.607954)","1.92116"
"Nostrand Av (3)","Lexington Av-53 St (E,M)/51 St (6)","343","612","POINT (-73.950466 40.669847)","POINT (-73.970487 40.75733)","1.34896666667"
"Fort Hamilton Pkwy (N)","York St (F)","72","235","POINT (-74.005351 40.631386)","POINT (-73.986751 40.701397)","1.03995"
"St Lawrence Av (6)","Sutter Av-Rutland Rd (3)","367","346","POINT (-73.867618 40.831509)","POINT (-73.92261 40.664717)","0.32265"
"Woodhaven Blvd (J,Z)","18 Av (F)","83","245","POINT (-73.851576 40.693879)","POINT (-73.976971 40.629755)","1.0335"
"Flatbush Av-Brooklyn College (2,5)","Smith-9 Sts (F,G)","359","238","POINT (-73.947642 40.632836)","POINT (-73.995959 40.67358)","0.60993333333"
"Neck Rd (Q)","169 St (F)","53","255","POINT (-73.955161 40.595246)","POINT (-73.793604 40.71047)","0.3045"
"Fresh Pond Rd (M)","5 Av/59 St (N,R,W)","109","8","POINT (-73.895877 40.706186)","POINT (-73.973347 40.764811)","2.19902"
"Jackson Av (2,5)","125 St (1)","433","306","POINT (-73.907807 40.81649)","POINT (-73.958372 40.815581)","0.860575"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)","174-175 Sts (B,D)","225","216","POINT (-73.981329 40.758663)","POINT (-73.910136 40.8459)","1.3702"
"3 Av-149 St (2,5)","Canal St (J,N,Q,R,W,Z,6)","434","623","POINT (-73.917757 40.816109)","POINT (-74.00058 40.718701)","3.4905"
"9 Av (D)","Crown Hts-Utica Av (3,4)","59","345","POINT (-73.994324 40.646292)","POINT (-73.932942 40.668897)","1.91458"
"Van Cortlandt Park-242 St (1)","28 St (1)","293","319","POINT (-73.898583 40.889248)","POINT (-73.993365 40.747215)","7.37302"
"Church Av (B,Q)","168 St (A,C,1)","44","605","POINT (-73.962982 40.650527)","POINT (-73.939847 40.840638)","2.96932"
"Franklin St (1)","Rector St (1)","326","329","POINT (-74.006886 40.719318)","POINT (-74.013783 40.707513)","4.292025"
"66 St-Lincoln Center (1)","Steinway St (M,R)","314","271","POINT (-73.982209 40.77344)","POINT (-73.92074 40.756879)","0.48888"
"86 St (R)","Pennsylvania Av (3)","38","350","POINT (-74.028398 40.622687)","POINT (-73.894895 40.664635)","0.70125"
"Hoyt St (2,3)","Ditmas Av (F)","336","244","POINT (-73.985065 40.690545)","POINT (-73.978172 40.636119)","0.3137"
"138 St-Grand Concourse (4,5)","Eastern Pkwy-Brooklyn Museum (2,3)","391","341","POINT (-73.929849 40.813224)","POINT (-73.964375 40.671987)","0.3088"
"7 Av (E,B,D)","50 St (C,E)","277","162","POINT (-73.981637 40.762862)","POINT (-73.985984 40.762456)","3.119075"
"34 St-Penn Station (1,2,3)","Nostrand Av (A,C)","318","179","POINT (-73.991057 40.750373)","POINT (-73.950426 40.680438)","0.77224"
"Intervale Av (2,5)","207 St (1)","431","298","POINT (-73.896736 40.822181)","POINT (-73.918822 40.864621)","0.32783333333"
"9 Av (D)","75 Av (E,F)","59","260","POINT (-73.994324 40.646292)","POINT (-73.837324 40.718331)","0.5983"
"Kosciuszko St (J)","Grand St (B,D)","96","231","POINT (-73.928814 40.693342)","POINT (-73.993753 40.718267)","0.8226"
"Kingsbridge Rd (B,D)","E 143 St-St Mary's St (6)","212","374","POINT (-73.893509 40.866978)","POINT (-73.907657 40.808719)","0.2989"
"138 St-Grand Concourse (4,5)","Newkirk Av-Little Haiti (2,5)","391","358","POINT (-73.929849 40.813224)","POINT (-73.948411 40.639967)","1.0351"
"Sutter Av-Rutland Rd (3)","Broadway (G)","346","286","POINT (-73.92261 40.664717)","POINT (-73.950308 40.706092)","0.6449"
"170 St (B,D)","14 St-Union Sq (L,N,Q,R,W,4,5,6)","217","602","POINT (-73.9134 40.839306)","POINT (-73.990416 40.735066)","2.0932"
"Ditmas Av (F)","Marcy Av (M,J,Z)","244","101","POINT (-73.978172 40.636119)","POINT (-73.957757 40.708359)","0.76952"
"14 St (F,M,1,2,3)/6 Av (L)","Central Park North (110 St) (2,3)","601","441","POINT (-73.997732 40.737796)","POINT (-73.951822 40.799075)","3.30624"
"Grand Av-Newtown (M,R)","Fordham Rd (B,D)","265","213","POINT (-73.877223 40.737015)","POINT (-73.897749 40.861296)","0.8178"
"30 Av (N,W)","7 Av (B,Q)","3","41","POINT (-73.921479 40.766779)","POINT (-73.972367 40.67705)","0.56883333333"
"20 Av (D)","Court Sq (E,G,M,7)","67","606","POINT (-73.998168 40.604556)","POINT (-73.945032 40.747141)","1.118425"
"96 St (Q)","72 St (Q)","475","477","POINT (-73.947152 40.784318)","POINT (-73.958424 40.768799)","39.78802"
"Brook Av (6)","Wilson Av (L)","376","130","POINT (-73.91924 40.807566)","POINT (-73.904046 40.688764)","0.3083"
"Hunts Point Av (6)","85 St-Forest Pkwy (J)","371","84","POINT (-73.890549 40.820948)","POINT (-73.86001 40.692435)","0.51"
"Fordham Rd (4)","Saratoga Av (3)","382","347","POINT (-73.901034 40.862803)","POINT (-73.916327 40.661453)","0.32175"
"President St-Medgar Evers College (2,5)","Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)","353","617","POINT (-73.950683 40.667883)","POINT (-73.977789 40.684162)","9.23514"
"96 St (C,B)","Nostrand Av (3)","157","343","POINT (-73.964696 40.791642)","POINT (-73.950466 40.669847)","0.291"
"Baychester Av (5)","Lexington Av (N,R,W)/59 St (4,5,6)","443","613","POINT (-73.838591 40.878663)","POINT (-73.967613 40.762593)","5.36584"
"Van Siclen Av (3)","34 St-Herald Sq (B,D,F,M,N,Q,R,W)","351","607","POINT (-73.889395 40.665449)","POINT (-73.987887 40.749643)","0.91612"
"Bowery (J,Z)","Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","103","619","POINT (-73.993915 40.72028)","POINT (-73.995432 40.725606)","0.61465"
"46 St (M,R)","Nassau Av (G)","270","284","POINT (-73.913333 40.756312)","POINT (-73.951277 40.724635)","1.056"
"Chauncey St (J,Z)","Northern Blvd (M,R)","93","269","POINT (-73.910456 40.682893)","POINT (-73.906006 40.752885)","0.3217"
"Avenue M (Q)","New Lots Av (3)","50","352","POINT (-73.959399 40.617618)","POINT (-73.884079 40.666235)","0.74825"
"Union St (R)","Bedford-Nostrand Avs (G)","28","289","POINT (-73.98311 40.677316)","POINT (-73.953522 40.689627)","0.3162"
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","616","279","POINT (-73.891366 40.746746)","POINT (-73.807969 40.700486)","43.3533"
"Central Park North (110 St) (2,3)","Sheepshead Bay (B,Q)","441","54","POINT (-73.951822 40.799075)","POINT (-73.954155 40.586896)","0.2884"
"Flushing Av (G)","Avenue U (Q)","287","52","POINT (-73.950234 40.700377)","POINT (-73.955929 40.5993)","0.2848"
"Kingsbridge Rd (B,D)","Mt Eden Av (4)","212","386","POINT (-73.893509 40.866978)","POINT (-73.914685 40.844434)","0.3861"
"191 St (1)","66 St-Lincoln Center (1)","300","314","POINT (-73.929412 40.855225)","POINT (-73.982209 40.77344)","12.73936"
"53 St (R)","170 St (4)","34","387","POINT (-74.014034 40.645069)","POINT (-73.917791 40.840075)","0.3067"
"Wilson Av (L)","South Ferry (1)/Whitehall St (R,W)","130","635","POINT (-73.904046 40.688764)","POINT (-74.013329 40.702578)","0.951"
"Hunters Point Av (7)","116 St-Columbia University (1)","463","307","POINT (-73.948916 40.742216)","POINT (-73.96411 40.807722)","0.9818"
"103 St (1)","Graham Av (L)","309","122","POINT (-73.968379 40.799446)","POINT (-73.944053 40.714565)","0.30523333333"
"Jefferson St (L)","66 St-Lincoln Center (1)","126","314","POINT (-73.922913 40.706607)","POINT (-73.982209 40.77344)","2.0998"
"Flushing Av (G)","Mets-Willets Point (7)","287","448","POINT (-73.950234 40.700377)","POINT (-73.845625 40.754622)","0.6139"
"82 St-Jackson Hts (7)","125 St (4,5,6)","453","392","POINT (-73.883697 40.747659)","POINT (-73.937594 40.804138)","1.4693"
"Church Av (B,Q)","Park Pl (S)","44","141","POINT (-73.962982 40.650527)","POINT (-73.957624 40.674772)","3.9033"
"Ralph Av (C)","163 St-Amsterdam Av (C)","182","149","POINT (-73.920786 40.678822)","POINT (-73.939892 40.836013)","0.4804"
"103 St (6)","46 St (M,R)","395","270","POINT (-73.947478 40.7906)","POINT (-73.913333 40.756312)","0.7293"
"Parkside Av (Q)","Van Siclen Av (J,Z)","43","90","POINT (-73.961495 40.655292)","POINT (-73.891688 40.678024)","0.367725"
"Bedford Av (L)","176 St (4)","120","385","POINT (-73.956872 40.717304)","POINT (-73.911794 40.84848)","0.42055"
"Fordham Rd (4)","Simpson St (2,5)","382","430","POINT (-73.901034 40.862803)","POINT (-73.893064 40.824073)","2.95848"
"Avenue P (F)","Rector St (1)","249","329","POINT (-73.973022 40.608944)","POINT (-74.013783 40.707513)","0.304"
"Buhre Av (6)","170 St (B,D)","361","217","POINT (-73.832569 40.84681)","POINT (-73.9134 40.839306)","0.5081"
"Pennsylvania Av (3)","Avenue U (F)","350","251","POINT (-73.894895 40.664635)","POINT (-73.973357 40.596063)","0.9425"
"135 St (C,B)","61 St-Woodside (7)","152","456","POINT (-73.947649 40.817894)","POINT (-73.902984 40.74563)","0.281"
"Avenue X (F)","Broadway (G)","252","286","POINT (-73.97425 40.58962)","POINT (-73.950308 40.706092)","0.70043333333"
"Montrose Av (L)","Inwood-207 St (A)","124","143","POINT (-73.93985 40.707739)","POINT (-73.919899 40.868072)","0.561"
"W 4 St-Wash Sq (A,C,E,B,D,F,M)","81 St-Museum of Natural History (C,B)","167","159","POINT (-74.000495 40.732338)","POINT (-73.972143 40.781433)","6.83574"
"Jay St-MetroTech (A,C,F,R)","Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","636","279","POINT (-73.986642 40.692259)","POINT (-73.807969 40.700486)","2.6516"
"Delancey St (F)/Essex St (J,M,Z)","Flatbush Av-Brooklyn College (2,5)","625","359","POINT (-73.987776 40.718463)","POINT (-73.947642 40.632836)","1.75314"
"Intervale Av (2,5)","8 St-NYU (R,W)","431","16","POINT (-73.896736 40.822181)","POINT (-73.992629 40.730328)","0.3296"
"170 St (B,D)","207 St (1)","217","298","POINT (-73.9134 40.839306)","POINT (-73.918822 40.864621)","0.50165"
"Avenue I (F)","14 St (F,M,1,2,3)/6 Av (L)","246","601","POINT (-73.976127 40.625322)","POINT (-73.997732 40.737796)","1.968975"
"Junius St (3)","Bedford Park Blvd-Lehman College (4)","349","380","POINT (-73.902447 40.663515)","POINT (-73.890064 40.873412)","0.3133"
"Flushing Av (M,J)","Sheepshead Bay (B,Q)","98","54","POINT (-73.941126 40.70026)","POINT (-73.954155 40.586896)","0.554375"
"75 St-Elderts Ln (J,Z)","Kosciuszko St (J)","85","96","POINT (-73.867139 40.691324)","POINT (-73.928814 40.693342)","1.61734"
"23 St (6)","Avenue U (F)","405","251","POINT (-73.986599 40.739864)","POINT (-73.973357 40.596063)","0.914"
"W 8 St-NY Aquarium (F,Q)","77 St (R)","57","37","POINT (-73.975939 40.576127)","POINT (-74.02551 40.629742)","0.2855"
"W 4 St-Wash Sq (A,C,E,B,D,F,M)","Astor Pl (6)","167","407","POINT (-74.000495 40.732338)","POINT (-73.99107 40.730054)","2.11515"
"Nostrand Av (A,C)","Kings Hwy (F)","179","250","POINT (-73.950426 40.680438)","POINT (-73.972361 40.603217)","0.297"
"Forest Av (M)","WTC Cortlandt (1)","110","328","POINT (-73.903077 40.704423)","POINT (-74.012188 40.711835)","0.8827"
"Christopher St-Sheridan Sq (1)","Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","323","619","POINT (-74.002906 40.733422)","POINT (-73.995432 40.725606)","0.4576"
"Lexington Av-53 St (E,M)/51 St (6)","Kew Gardens-Union Tpke (E,F)","612","259","POINT (-73.970487 40.75733)","POINT (-73.831008 40.714441)","10.29734"
"8 Av (N)","Van Cortlandt Park-242 St (1)","71","293","POINT (-74.011719 40.635064)","POINT (-73.898583 40.889248)","1.662"
"E 149 St (6)","169 St (F)","373","255","POINT (-73.904098 40.812118)","POINT (-73.793604 40.71047)","0.2935"
"Neck Rd (Q)","Park Pl (S)","53","141","POINT (-73.955161 40.595246)","POINT (-73.957624 40.674772)","0.76095"
"Avenue U (Q)","5 Av/59 St (N,R,W)","52","8","POINT (-73.955929 40.5993)","POINT (-73.973347 40.764811)","1.11285"
"Avenue U (N)","High St (A,C)","78","173","POINT (-73.979137 40.597473)","POINT (-73.990531 40.699337)","0.30643333333"
